DSP,Relation,DSI,Source
DSP052620,has_ingredient,DSI000006,NHP
DSP052620,has_ingredient,DSI000042,NHP
DSP052621,has_ingredient,DSI000073,NHP
DSP052622,has_ingredient,DSI000073,NHP
DSP052623,has_ingredient,DSI000229,NHP
DSP052623,has_ingredient,DSI000158,NHP
DSP052623,has_ingredient,DSI001740,NHP
DSP052623,has_ingredient,DSI000604,NHP
DSP052623,has_ingredient,DSI000230,NHP
DSP052623,has_ingredient,DSI000155,NHP
DSP052623,has_ingredient,DSI000262,NHP
DSP052623,has_ingredient,DSI000189,NHP
DSP052624,has_ingredient,DSI000336,NHP
DSP052624,has_ingredient,DSI000364,NHP
DSP052624,has_ingredient,DSI000189,NHP
DSP052625,has_ingredient,DSI000324,NHP
DSP052625,has_ingredient,DSI000456,NHP
DSP052625,has_ingredient,DSI000046,NHP
DSP052625,has_ingredient,DSI000014,NHP
DSP052625,has_ingredient,DSI000341,NHP
DSP052625,has_ingredient,DSI000565,NHP
DSP052625,has_ingredient,DSI000002,NHP
DSP052625,has_ingredient,DSI000872,NHP
DSP052625,has_ingredient,DSI000041,NHP
DSP052625,has_ingredient,DSI000184,NHP
DSP052626,has_ingredient,DSI000270,NHP
DSP052627,has_ingredient,DSI000243,NHP
DSP052628,has_ingredient,DSI001704,NHP
DSP052629,has_ingredient,DSI001704,NHP
DSP052630,has_ingredient,DSI000264,NHP
DSP052631,has_ingredient,DSI000006,NHP
DSP052632,has_ingredient,DSI000366,NHP
DSP052632,has_ingredient,DSI001965,NHP
DSP052632,has_ingredient,DSI000367,NHP
DSP052633,has_ingredient,DSI000287,NHP
DSP052633,has_ingredient,DSI000436,NHP
DSP052633,has_ingredient,DSI000118,NHP
DSP052633,has_ingredient,DSI000432,NHP
DSP052633,has_ingredient,DSI000199,NHP
DSP052634,has_ingredient,DSI000163,NHP
DSP052635,has_ingredient,DSI001333,NHP
DSP052635,has_ingredient,DSI001005,NHP
DSP052635,has_ingredient,DSI000068,NHP
DSP052636,has_ingredient,DSI000171,NHP
DSP052636,has_ingredient,DSI000013,NHP
DSP052636,has_ingredient,DSI000044,NHP
DSP052636,has_ingredient,DSI000096,NHP
DSP052636,has_ingredient,DSI000172,NHP
DSP052636,has_ingredient,DSI000268,NHP
DSP052636,has_ingredient,DSI000012,NHP
DSP052636,has_ingredient,DSI000071,NHP
DSP052636,has_ingredient,DSI000015,NHP
DSP052636,has_ingredient,DSI000173,NHP
DSP052636,has_ingredient,DSI000174,NHP
DSP052636,has_ingredient,DSI000014,NHP
DSP052636,has_ingredient,DSI000176,NHP
DSP052636,has_ingredient,DSI000187,NHP
DSP052636,has_ingredient,DSI000161,NHP
DSP052636,has_ingredient,DSI000177,NHP
DSP052636,has_ingredient,DSI000074,NHP
DSP052636,has_ingredient,DSI000018,NHP
DSP052636,has_ingredient,DSI000002,NHP
DSP052636,has_ingredient,DSI000019,NHP
DSP052636,has_ingredient,DSI000011,NHP
DSP052636,has_ingredient,DSI000020,NHP
DSP052636,has_ingredient,DSI000021,NHP
DSP052636,has_ingredient,DSI000022,NHP
DSP052636,has_ingredient,DSI000184,NHP
DSP052636,has_ingredient,DSI000006,NHP
DSP052637,has_ingredient,DSI000341,NHP
DSP039203,has_ingredient,DSI000385,NHP
DSP052638,has_ingredient,DSI001908,NHP
DSP052639,has_ingredient,DSI000008,NHP
DSP052639,has_ingredient,DSI000595,NHP
DSP052639,has_ingredient,DSI000403,NHP
DSP052640,has_ingredient,DSI001908,NHP
DSP052641,has_ingredient,DSI000089,NHP
DSP052642,has_ingredient,DSI000344,NHP
DSP052642,has_ingredient,DSI001780,NHP
DSP052643,has_ingredient,DSI000014,NHP
DSP052644,has_ingredient,DSI000071,NHP
DSP052644,has_ingredient,DSI000022,NHP
DSP052645,has_ingredient,DSI000089,NHP
DSP052646,has_ingredient,DSI000620,NHP
DSP052647,has_ingredient,DSI000071,NHP
DSP052647,has_ingredient,DSI000180,NHP
DSP052647,has_ingredient,DSI000022,NHP
DSP052648,has_ingredient,DSI000324,NHP
DSP052648,has_ingredient,DSI000234,NHP
DSP052648,has_ingredient,DSI000289,NHP
DSP052648,has_ingredient,DSI000431,NHP
DSP052648,has_ingredient,DSI000293,NHP
DSP052648,has_ingredient,DSI000042,NHP
DSP052648,has_ingredient,DSI000487,NHP
DSP052649,has_ingredient,DSI000069,NHP
DSP052649,has_ingredient,DSI000324,NHP
DSP052649,has_ingredient,DSI000082,NHP
DSP052649,has_ingredient,DSI000289,NHP
DSP052649,has_ingredient,DSI001191,NHP
DSP052649,has_ingredient,DSI000514,NHP
DSP052649,has_ingredient,DSI000296,NHP
DSP052649,has_ingredient,DSI000042,NHP
DSP052649,has_ingredient,DSI000487,NHP
DSP052650,has_ingredient,DSI000069,NHP
DSP052650,has_ingredient,DSI000324,NHP
DSP052650,has_ingredient,DSI000210,NHP
DSP052650,has_ingredient,DSI000290,NHP
DSP052650,has_ingredient,DSI000514,NHP
DSP052650,has_ingredient,DSI000388,NHP
DSP052650,has_ingredient,DSI000993,NHP
DSP052651,has_ingredient,DSI000018,NHP
DSP052652,has_ingredient,DSI000197,NHP
DSP052652,has_ingredient,DSI000289,NHP
DSP052652,has_ingredient,DSI000198,NHP
DSP052652,has_ingredient,DSI000199,NHP
DSP052653,has_ingredient,DSI000324,NHP
DSP052653,has_ingredient,DSI000234,NHP
DSP052653,has_ingredient,DSI000293,NHP
DSP052653,has_ingredient,DSI000042,NHP
DSP052653,has_ingredient,DSI000487,NHP
DSP052654,has_ingredient,DSI000222,NHP
DSP052654,has_ingredient,DSI000289,NHP
DSP052654,has_ingredient,DSI000074,NHP
DSP052654,has_ingredient,DSI000042,NHP
DSP052655,has_ingredient,DSI000507,NHP
DSP052655,has_ingredient,DSI000222,NHP
DSP052655,has_ingredient,DSI000510,NHP
DSP052655,has_ingredient,DSI000219,NHP
DSP052655,has_ingredient,DSI000430,NHP
DSP052655,has_ingredient,DSI000289,NHP
DSP052655,has_ingredient,DSI000293,NHP
DSP052655,has_ingredient,DSI000074,NHP
DSP052655,has_ingredient,DSI000512,NHP
DSP052655,has_ingredient,DSI000193,NHP
DSP052656,has_ingredient,DSI000069,NHP
DSP052656,has_ingredient,DSI000197,NHP
DSP052656,has_ingredient,DSI000288,NHP
DSP052656,has_ingredient,DSI000290,NHP
DSP052656,has_ingredient,DSI000293,NHP
DSP052656,has_ingredient,DSI000852,NHP
DSP052656,has_ingredient,DSI000118,NHP
DSP052656,has_ingredient,DSI000199,NHP
DSP052657,has_ingredient,DSI000245,NHP
DSP052658,has_ingredient,DSI000639,NHP
DSP052658,has_ingredient,DSI000380,NHP
DSP052658,has_ingredient,DSI000683,NHP
DSP052658,has_ingredient,DSI000176,NHP
DSP052658,has_ingredient,DSI000123,NHP
DSP052658,has_ingredient,DSI000218,NHP
DSP052659,has_ingredient,DSI000119,NHP
DSP052659,has_ingredient,DSI000145,NHP
DSP052659,has_ingredient,DSI000643,NHP
DSP052659,has_ingredient,DSI000137,NHP
DSP052659,has_ingredient,DSI000655,NHP
DSP052659,has_ingredient,DSI000218,NHP
DSP052660,has_ingredient,DSI000683,NHP
DSP052660,has_ingredient,DSI000119,NHP
DSP052660,has_ingredient,DSI000128,NHP
DSP052660,has_ingredient,DSI000129,NHP
DSP052660,has_ingredient,DSI000778,NHP
DSP052660,has_ingredient,DSI000452,NHP
DSP052661,has_ingredient,DSI000683,NHP
DSP052661,has_ingredient,DSI000120,NHP
DSP052661,has_ingredient,DSI001220,NHP
DSP052661,has_ingredient,DSI000176,NHP
DSP052661,has_ingredient,DSI000676,NHP
DSP052661,has_ingredient,DSI000677,NHP
DSP052661,has_ingredient,DSI000125,NHP
DSP052661,has_ingredient,DSI000140,NHP
DSP052661,has_ingredient,DSI001217,NHP
DSP052662,has_ingredient,DSI000044,NHP
DSP052662,has_ingredient,DSI001171,NHP
DSP052663,has_ingredient,DSI000361,NHP
DSP052664,has_ingredient,DSI000361,NHP
DSP052665,has_ingredient,DSI000172,NHP
DSP052665,has_ingredient,DSI001015,NHP
DSP052665,has_ingredient,DSI000340,NHP
DSP052665,has_ingredient,DSI000873,NHP
DSP052665,has_ingredient,DSI000006,NHP
DSP052666,has_ingredient,DSI000056,NHP
DSP052666,has_ingredient,DSI000092,NHP
DSP052666,has_ingredient,DSI000406,NHP
DSP052666,has_ingredient,DSI000208,NHP
DSP052667,has_ingredient,DSI000106,NHP
DSP052668,has_ingredient,DSI000187,NHP
DSP052668,has_ingredient,DSI000018,NHP
DSP052668,has_ingredient,DSI000754,NHP
DSP052668,has_ingredient,DSI000002,NHP
DSP052668,has_ingredient,DSI000036,NHP
DSP052668,has_ingredient,DSI000020,NHP
DSP052668,has_ingredient,DSI000022,NHP
DSP052668,has_ingredient,DSI000006,NHP
DSP052669,has_ingredient,DSI000171,NHP
DSP052669,has_ingredient,DSI002313,NHP
DSP052669,has_ingredient,DSI000173,NHP
DSP052669,has_ingredient,DSI001305,NHP
DSP052669,has_ingredient,DSI000018,NHP
DSP052669,has_ingredient,DSI000328,NHP
DSP052669,has_ingredient,DSI000011,NHP
DSP052669,has_ingredient,DSI000041,NHP
DSP052669,has_ingredient,DSI000184,NHP
DSP052669,has_ingredient,DSI000006,NHP
DSP052670,has_ingredient,DSI000010,NHP
DSP052670,has_ingredient,DSI000071,NHP
DSP052670,has_ingredient,DSI000401,NHP
DSP052670,has_ingredient,DSI000014,NHP
DSP052670,has_ingredient,DSI000176,NHP
DSP052670,has_ingredient,DSI000161,NHP
DSP052670,has_ingredient,DSI000477,NHP
DSP052670,has_ingredient,DSI001128,NHP
DSP052670,has_ingredient,DSI000253,NHP
DSP052670,has_ingredient,DSI000018,NHP
DSP052670,has_ingredient,DSI000571,NHP
DSP052670,has_ingredient,DSI000020,NHP
DSP052670,has_ingredient,DSI000021,NHP
DSP052670,has_ingredient,DSI000041,NHP
DSP052670,has_ingredient,DSI000022,NHP
DSP052670,has_ingredient,DSI000259,NHP
DSP052670,has_ingredient,DSI000189,NHP
DSP052670,has_ingredient,DSI000006,NHP
DSP052670,has_ingredient,DSI000042,NHP
DSP052671,has_ingredient,DSI000204,NHP
DSP052671,has_ingredient,DSI000578,NHP
DSP052671,has_ingredient,DSI000098,NHP
DSP052671,has_ingredient,DSI000038,NHP
DSP052671,has_ingredient,DSI000042,NHP
DSP052672,has_ingredient,DSI000254,NHP
DSP052672,has_ingredient,DSI000255,NHP
DSP052673,has_ingredient,DSI000297,NHP
DSP052673,has_ingredient,DSI000092,NHP
DSP052673,has_ingredient,DSI000097,NHP
DSP052673,has_ingredient,DSI000094,NHP
DSP052673,has_ingredient,DSI000218,NHP
DSP052285,has_ingredient,DSI000029,NHP
DSP052285,has_ingredient,DSI000871,NHP
DSP052285,has_ingredient,DSI000327,NHP
DSP052285,has_ingredient,DSI000076,NHP
DSP052674,has_ingredient,DSI000219,NHP
DSP052674,has_ingredient,DSI000289,NHP
DSP052674,has_ingredient,DSI000486,NHP
DSP052674,has_ingredient,DSI000214,NHP
DSP052674,has_ingredient,DSI000042,NHP
DSP052675,has_ingredient,DSI000044,NHP
DSP052675,has_ingredient,DSI000106,NHP
DSP052676,has_ingredient,DSI000170,NHP
DSP052677,has_ingredient,DSI000094,NHP
DSP052678,has_ingredient,DSI000020,NHP
DSP052679,has_ingredient,DSI000243,NHP
DSP052680,has_ingredient,DSI000555,NHP
DSP052680,has_ingredient,DSI000811,NHP
DSP052680,has_ingredient,DSI000295,NHP
DSP052681,has_ingredient,DSI000165,NHP
DSP052681,has_ingredient,DSI000069,NHP
DSP052681,has_ingredient,DSI000510,NHP
DSP052681,has_ingredient,DSI000289,NHP
DSP052681,has_ingredient,DSI000295,NHP
DSP052681,has_ingredient,DSI000199,NHP
DSP052682,has_ingredient,DSI000329,NHP
DSP052682,has_ingredient,DSI000069,NHP
DSP052682,has_ingredient,DSI000046,NHP
DSP052682,has_ingredient,DSI000820,NHP
DSP052682,has_ingredient,DSI000197,NHP
DSP052682,has_ingredient,DSI000288,NHP
DSP052682,has_ingredient,DSI000289,NHP
DSP052682,has_ingredient,DSI001620,NHP
DSP052682,has_ingredient,DSI000290,NHP
DSP052682,has_ingredient,DSI000293,NHP
DSP052682,has_ingredient,DSI000074,NHP
DSP052682,has_ingredient,DSI000294,NHP
DSP052682,has_ingredient,DSI000118,NHP
DSP052682,has_ingredient,DSI001080,NHP
DSP052683,has_ingredient,DSI000056,NHP
DSP052683,has_ingredient,DSI000184,NHP
DSP052684,has_ingredient,DSI000286,NHP
DSP052684,has_ingredient,DSI000069,NHP
DSP052684,has_ingredient,DSI000112,NHP
DSP052684,has_ingredient,DSI000222,NHP
DSP052684,has_ingredient,DSI000219,NHP
DSP052684,has_ingredient,DSI000289,NHP
DSP052684,has_ingredient,DSI000436,NHP
DSP052684,has_ingredient,DSI000293,NHP
DSP052684,has_ingredient,DSI000852,NHP
DSP052684,has_ingredient,DSI000118,NHP
DSP052684,has_ingredient,DSI000042,NHP
DSP052684,has_ingredient,DSI000487,NHP
DSP052685,has_ingredient,DSI000046,NHP
DSP050238,has_ingredient,DSI000052,NHP
DSP052686,has_ingredient,DSI000094,NHP
DSP052687,has_ingredient,DSI000108,NHP
DSP052688,has_ingredient,DSI000073,NHP
DSP052689,has_ingredient,DSI000096,NHP
DSP052690,has_ingredient,DSI000082,NHP
DSP052690,has_ingredient,DSI000363,NHP
DSP052690,has_ingredient,DSI000190,NHP
DSP052690,has_ingredient,DSI000041,NHP
DSP052691,has_ingredient,DSI000194,NHP
DSP052691,has_ingredient,DSI000056,NHP
DSP052691,has_ingredient,DSI000212,NHP
DSP052691,has_ingredient,DSI001169,NHP
DSP052691,has_ingredient,DSI000184,NHP
DSP052692,has_ingredient,DSI000012,NHP
DSP052692,has_ingredient,DSI000014,NHP
DSP052692,has_ingredient,DSI000016,NHP
DSP052692,has_ingredient,DSI000017,NHP
DSP052692,has_ingredient,DSI000018,NHP
DSP052692,has_ingredient,DSI000019,NHP
DSP052692,has_ingredient,DSI000020,NHP
DSP052692,has_ingredient,DSI000021,NHP
DSP052693,has_ingredient,DSI000012,NHP
DSP052693,has_ingredient,DSI000061,NHP
DSP052693,has_ingredient,DSI000014,NHP
DSP052693,has_ingredient,DSI000096,NHP
DSP052693,has_ingredient,DSI000017,NHP
DSP052693,has_ingredient,DSI000018,NHP
DSP052693,has_ingredient,DSI000019,NHP
DSP052693,has_ingredient,DSI000020,NHP
DSP052693,has_ingredient,DSI000021,NHP
DSP052694,has_ingredient,DSI000059,NHP
DSP052695,has_ingredient,DSI000403,NHP
DSP052696,has_ingredient,DSI001315,NHP
DSP052697,has_ingredient,DSI000022,NHP
DSP052698,has_ingredient,DSI000071,NHP
DSP052698,has_ingredient,DSI000022,NHP
DSP052699,has_ingredient,DSI000073,NHP
DSP052700,has_ingredient,DSI000023,NHP
DSP052701,has_ingredient,DSI000041,NHP
DSP052702,has_ingredient,DSI000256,NHP
DSP052703,has_ingredient,DSI000757,NHP
DSP052703,has_ingredient,DSI000410,NHP
DSP052703,has_ingredient,DSI000271,NHP
DSP052704,has_ingredient,DSI000098,NHP
DSP052705,has_ingredient,DSI000056,NHP
DSP000538,has_ingredient,DSI000172,NHP
DSP000538,has_ingredient,DSI000011,NHP
DSP052706,has_ingredient,DSI000171,NHP
DSP052706,has_ingredient,DSI000172,NHP
DSP052706,has_ingredient,DSI000011,NHP
DSP052707,has_ingredient,DSI000804,NHP
DSP052707,has_ingredient,DSI000367,NHP
DSP052708,has_ingredient,DSI000559,NHP
DSP052709,has_ingredient,DSI001625,NHP
DSP052710,has_ingredient,DSI000094,NHP
DSP052711,has_ingredient,DSI000038,NHP
DSP052712,has_ingredient,DSI000559,NHP
DSP052713,has_ingredient,DSI000254,NHP
DSP052713,has_ingredient,DSI000255,NHP
DSP052714,has_ingredient,DSI000553,NHP
DSP052715,has_ingredient,DSI000209,NHP
DSP052716,has_ingredient,DSI000262,NHP
DSP052716,has_ingredient,DSI000283,NHP
DSP052716,has_ingredient,DSI001088,NHP
DSP052716,has_ingredient,DSI000856,NHP
DSP052716,has_ingredient,DSI000322,NHP
DSP052716,has_ingredient,DSI000000,NHP
DSP052716,has_ingredient,DSI000011,NHP
DSP052716,has_ingredient,DSI000021,NHP
DSP052716,has_ingredient,DSI000184,NHP
DSP052716,has_ingredient,DSI000351,NHP
DSP052716,has_ingredient,DSI000006,NHP
DSP052717,has_ingredient,DSI000042,NHP
DSP052718,has_ingredient,DSI000622,NHP
DSP052719,has_ingredient,DSI000297,NHP
DSP052720,has_ingredient,DSI000038,NHP
DSP052721,has_ingredient,DSI000195,NHP
DSP052722,has_ingredient,DSI000254,NHP
DSP052723,has_ingredient,DSI000061,NHP
DSP052723,has_ingredient,DSI000161,NHP
DSP052724,has_ingredient,DSI000012,NHP
DSP052724,has_ingredient,DSI000014,NHP
DSP052724,has_ingredient,DSI000016,NHP
DSP052724,has_ingredient,DSI000506,NHP
DSP052724,has_ingredient,DSI000017,NHP
DSP052724,has_ingredient,DSI002173,NHP
DSP052724,has_ingredient,DSI001619,NHP
DSP052724,has_ingredient,DSI000018,NHP
DSP052724,has_ingredient,DSI000000,NHP
DSP052724,has_ingredient,DSI004328,NHP
DSP052724,has_ingredient,DSI000019,NHP
DSP052724,has_ingredient,DSI000076,NHP
DSP052724,has_ingredient,DSI000020,NHP
DSP052724,has_ingredient,DSI000021,NHP
DSP052724,has_ingredient,DSI000041,NHP
DSP052725,has_ingredient,DSI000465,NHP
DSP052726,has_ingredient,DSI000172,NHP
DSP052726,has_ingredient,DSI000002,NHP
DSP052726,has_ingredient,DSI000041,NHP
DSP052726,has_ingredient,DSI000184,NHP
DSP052727,has_ingredient,DSI000097,NHP
DSP052728,has_ingredient,DSI000071,NHP
DSP052728,has_ingredient,DSI000022,NHP
DSP052729,has_ingredient,DSI000099,NHP
DSP052730,has_ingredient,DSI000056,NHP
DSP052731,has_ingredient,DSI000403,NHP
DSP052732,has_ingredient,DSI000068,NHP
DSP052733,has_ingredient,DSI000403,NHP
DSP052734,has_ingredient,DSI000528,NHP
DSP052735,has_ingredient,DSI000380,NHP
DSP052735,has_ingredient,DSI000651,NHP
DSP052735,has_ingredient,DSI000307,NHP
DSP052735,has_ingredient,DSI000717,NHP
DSP052736,has_ingredient,DSI000988,NHP
DSP052737,has_ingredient,DSI000044,NHP
DSP052738,has_ingredient,DSI000506,NHP
DSP052739,has_ingredient,DSI000041,NHP
DSP052740,has_ingredient,DSI000036,NHP
DSP052741,has_ingredient,DSI000534,NHP
DSP052742,has_ingredient,DSI000334,NHP
DSP052742,has_ingredient,DSI000014,NHP
DSP052742,has_ingredient,DSI000018,NHP
DSP052742,has_ingredient,DSI000020,NHP
DSP052742,has_ingredient,DSI000021,NHP
DSP052743,has_ingredient,DSI000603,NHP
DSP052743,has_ingredient,DSI000184,NHP
DSP052744,has_ingredient,DSI000603,NHP
DSP052744,has_ingredient,DSI000184,NHP
DSP052745,has_ingredient,DSI000603,NHP
DSP052745,has_ingredient,DSI000184,NHP
DSP052746,has_ingredient,DSI000804,NHP
DSP052746,has_ingredient,DSI002271,NHP
DSP052746,has_ingredient,DSI003119,NHP
DSP052746,has_ingredient,DSI000367,NHP
DSP052747,has_ingredient,DSI000012,NHP
DSP052747,has_ingredient,DSI000071,NHP
DSP052747,has_ingredient,DSI000061,NHP
DSP052747,has_ingredient,DSI000173,NHP
DSP052747,has_ingredient,DSI000014,NHP
DSP052747,has_ingredient,DSI000175,NHP
DSP052747,has_ingredient,DSI000161,NHP
DSP052747,has_ingredient,DSI000177,NHP
DSP052747,has_ingredient,DSI000178,NHP
DSP052747,has_ingredient,DSI000096,NHP
DSP052747,has_ingredient,DSI000017,NHP
DSP052747,has_ingredient,DSI000018,NHP
DSP052747,has_ingredient,DSI000002,NHP
DSP052747,has_ingredient,DSI000019,NHP
DSP052747,has_ingredient,DSI000183,NHP
DSP052747,has_ingredient,DSI000011,NHP
DSP052747,has_ingredient,DSI000020,NHP
DSP052747,has_ingredient,DSI000021,NHP
DSP052747,has_ingredient,DSI000041,NHP
DSP052747,has_ingredient,DSI000022,NHP
DSP052747,has_ingredient,DSI000184,NHP
DSP052747,has_ingredient,DSI000006,NHP
DSP052748,has_ingredient,DSI000289,NHP
DSP052748,has_ingredient,DSI000531,NHP
DSP052748,has_ingredient,DSI000926,NHP
DSP052748,has_ingredient,DSI001108,NHP
DSP052749,has_ingredient,DSI000061,NHP
DSP052749,has_ingredient,DSI000234,NHP
DSP052750,has_ingredient,DSI000352,NHP
DSP052750,has_ingredient,DSI000488,NHP
DSP052750,has_ingredient,DSI001256,NHP
DSP052750,has_ingredient,DSI000354,NHP
DSP052751,has_ingredient,DSI000089,NHP
DSP052751,has_ingredient,DSI000794,NHP
DSP052751,has_ingredient,DSI000351,NHP
DSP052752,has_ingredient,DSI001469,NHP
DSP052752,has_ingredient,DSI000308,NHP
DSP052752,has_ingredient,DSI002409,NHP
DSP052753,has_ingredient,DSI001469,NHP
DSP052754,has_ingredient,DSI001913,NHP
DSP052755,has_ingredient,DSI002409,NHP
DSP052756,has_ingredient,DSI001518,NHP
DSP052757,has_ingredient,DSI000001,NHP
DSP052758,has_ingredient,DSI000119,NHP
DSP052758,has_ingredient,DSI000704,NHP
DSP052758,has_ingredient,DSI000128,NHP
DSP052758,has_ingredient,DSI000782,NHP
DSP052758,has_ingredient,DSI002956,NHP
DSP052758,has_ingredient,DSI000147,NHP
DSP052758,has_ingredient,DSI002200,NHP
DSP052758,has_ingredient,DSI000789,NHP
DSP052759,has_ingredient,DSI000056,NHP
DSP052760,has_ingredient,DSI000483,NHP
DSP052761,has_ingredient,DSI000355,NHP
DSP052762,has_ingredient,DSI000352,NHP
DSP052762,has_ingredient,DSI000455,NHP
DSP052762,has_ingredient,DSI000354,NHP
DSP052762,has_ingredient,DSI000580,NHP
DSP052762,has_ingredient,DSI000582,NHP
DSP052762,has_ingredient,DSI000725,NHP
DSP052762,has_ingredient,DSI000583,NHP
DSP052762,has_ingredient,DSI000491,NHP
DSP052763,has_ingredient,DSI000269,NHP
DSP052764,has_ingredient,DSI000269,NHP
DSP052765,has_ingredient,DSI000506,NHP
DSP052766,has_ingredient,DSI000352,NHP
DSP052766,has_ingredient,DSI000488,NHP
DSP052766,has_ingredient,DSI000489,NHP
DSP052766,has_ingredient,DSI000490,NHP
DSP052766,has_ingredient,DSI000455,NHP
DSP052766,has_ingredient,DSI000354,NHP
DSP052766,has_ingredient,DSI000580,NHP
DSP052766,has_ingredient,DSI000581,NHP
DSP052766,has_ingredient,DSI000582,NHP
DSP052766,has_ingredient,DSI000725,NHP
DSP052766,has_ingredient,DSI000583,NHP
DSP052766,has_ingredient,DSI000491,NHP
DSP052766,has_ingredient,DSI000585,NHP
DSP052767,has_ingredient,DSI000352,NHP
DSP052767,has_ingredient,DSI000488,NHP
DSP052767,has_ingredient,DSI000489,NHP
DSP052767,has_ingredient,DSI000490,NHP
DSP052767,has_ingredient,DSI000455,NHP
DSP052767,has_ingredient,DSI000354,NHP
DSP052767,has_ingredient,DSI000580,NHP
DSP052767,has_ingredient,DSI000581,NHP
DSP052767,has_ingredient,DSI000582,NHP
DSP052767,has_ingredient,DSI000725,NHP
DSP052767,has_ingredient,DSI000583,NHP
DSP052767,has_ingredient,DSI000491,NHP
DSP052767,has_ingredient,DSI000585,NHP
DSP052767,has_ingredient,DSI001040,NHP
DSP052768,has_ingredient,DSI000580,NHP
DSP052768,has_ingredient,DSI000582,NHP
DSP052768,has_ingredient,DSI000583,NHP
DSP052768,has_ingredient,DSI000491,NHP
DSP052769,has_ingredient,DSI000056,NHP
DSP052770,has_ingredient,DSI000008,NHP
DSP052770,has_ingredient,DSI000595,NHP
DSP052770,has_ingredient,DSI000403,NHP
DSP052771,has_ingredient,DSI000080,NHP
DSP052772,has_ingredient,DSI000349,NHP
DSP052773,has_ingredient,DSI000218,NHP
DSP052774,has_ingredient,DSI000093,NHP
DSP052775,has_ingredient,DSI000161,NHP
DSP052776,has_ingredient,DSI000081,NHP
DSP052777,has_ingredient,DSI000471,NHP
DSP014104,has_ingredient,DSI000386,NHP
DSP014104,has_ingredient,DSI000172,NHP
DSP014104,has_ingredient,DSI000583,NHP
DSP052778,has_ingredient,DSI000273,NHP
DSP052778,has_ingredient,DSI000274,NHP
DSP052778,has_ingredient,DSI000335,NHP
DSP052778,has_ingredient,DSI000336,NHP
DSP052778,has_ingredient,DSI000277,NHP
DSP052778,has_ingredient,DSI000364,NHP
DSP052778,has_ingredient,DSI000278,NHP
DSP052778,has_ingredient,DSI000280,NHP
DSP052779,has_ingredient,DSI000156,NHP
DSP052779,has_ingredient,DSI000562,NHP
DSP052779,has_ingredient,DSI002052,NHP
DSP052779,has_ingredient,DSI000073,NHP
DSP052780,has_ingredient,DSI000258,NHP
DSP052780,has_ingredient,DSI000400,NHP
DSP052780,has_ingredient,DSI000335,NHP
DSP052780,has_ingredient,DSI000071,NHP
DSP052780,has_ingredient,DSI001006,NHP
DSP052780,has_ingredient,DSI000158,NHP
DSP052780,has_ingredient,DSI001327,NHP
DSP052780,has_ingredient,DSI000356,NHP
DSP052780,has_ingredient,DSI000259,NHP
DSP052780,has_ingredient,DSI000189,NHP
DSP052780,has_ingredient,DSI000611,NHP
DSP004490,has_ingredient,DSI004329,NHP
DSP004490,has_ingredient,DSI000062,NHP
DSP004490,has_ingredient,DSI000058,NHP
DSP004490,has_ingredient,DSI001329,NHP
DSP004490,has_ingredient,DSI000161,NHP
DSP052781,has_ingredient,DSI000344,NHP
DSP052781,has_ingredient,DSI000269,NHP
DSP052781,has_ingredient,DSI000056,NHP
DSP052781,has_ingredient,DSI000355,NHP
DSP052781,has_ingredient,DSI000184,NHP
DSP052782,has_ingredient,DSI000604,NHP
DSP052782,has_ingredient,DSI000059,NHP
DSP052782,has_ingredient,DSI000275,NHP
DSP052782,has_ingredient,DSI000014,NHP
DSP052782,has_ingredient,DSI000229,NHP
DSP052782,has_ingredient,DSI000230,NHP
DSP052782,has_ingredient,DSI000096,NHP
DSP052782,has_ingredient,DSI000020,NHP
DSP052782,has_ingredient,DSI000021,NHP
DSP052783,has_ingredient,DSI000538,NHP
DSP052783,has_ingredient,DSI000066,NHP
DSP052783,has_ingredient,DSI000183,NHP
DSP052783,has_ingredient,DSI000351,NHP
DSP052784,has_ingredient,DSI000352,NHP
DSP052784,has_ingredient,DSI000488,NHP
DSP052784,has_ingredient,DSI000489,NHP
DSP052784,has_ingredient,DSI000490,NHP
DSP052784,has_ingredient,DSI000455,NHP
DSP052784,has_ingredient,DSI000354,NHP
DSP052784,has_ingredient,DSI000580,NHP
DSP052784,has_ingredient,DSI000581,NHP
DSP052784,has_ingredient,DSI000582,NHP
DSP052784,has_ingredient,DSI000725,NHP
DSP052784,has_ingredient,DSI000583,NHP
DSP052784,has_ingredient,DSI000491,NHP
DSP052784,has_ingredient,DSI000585,NHP
DSP052785,has_ingredient,DSI000056,NHP
DSP052786,has_ingredient,DSI000056,NHP
DSP052787,has_ingredient,DSI000069,NHP
DSP052787,has_ingredient,DSI000172,NHP
DSP052787,has_ingredient,DSI000344,NHP
DSP052787,has_ingredient,DSI000402,NHP
DSP052787,has_ingredient,DSI000506,NHP
DSP052787,has_ingredient,DSI000528,NHP
DSP052787,has_ingredient,DSI000042,NHP
DSP052788,has_ingredient,DSI000022,NHP
DSP052789,has_ingredient,DSI001040,NHP
DSP052789,has_ingredient,DSI000488,NHP
DSP052789,has_ingredient,DSI000489,NHP
DSP052789,has_ingredient,DSI000490,NHP
DSP052789,has_ingredient,DSI000455,NHP
DSP052789,has_ingredient,DSI000354,NHP
DSP052789,has_ingredient,DSI000580,NHP
DSP052789,has_ingredient,DSI000581,NHP
